link, source, text 
/inspirational-quotes/6139-it-is-not-joy-that-makes-us-grateful-it-is,https://assets.passiton.com/quotes/quote_artwork/6139/medium/20191127_wednesday_quote.jpg?1574365366,It is not joy that makes us grateful; it is gratitude that makes us joyful. 
/inspirational-quotes/7424-let-us-be-grateful-to-the-people-who-make-us,https://assets.passiton.com/quotes/quote_artwork/7424/medium/20191126_tuesday_quote.jpg?1574365337,Let us be grateful to the people who make us happy; they are the charming gardeners who make our souls blossom. 
/inspirational-quotes/3105-gratitude-unlocks-the-fullness-of-life-it,https://assets.passiton.com/quotes/quote_artwork/3105/medium/20191125_monday_quote.jpg?1574365278,Gratitude unlocks the fullness of life. It turns what we have into enough, and more. 
/inspirational-quotes/8018-our-human-compassion-binds-us-the-one-to-the,https://assets.passiton.com/quotes/quote_artwork/8018/medium/20191122_friday_quote.jpg?1573843254,Our human compassion binds us the one to the other - not in pity or patronizingly, but as human beings who have learnt how to turn our common suffering into hope for the future. 
/inspirational-quotes/6770-compassion-is-the-keen-awareness-of-the,https://assets.passiton.com/quotes/quote_artwork/6770/medium/20191121_thursday_quote.jpg?1573843190,Compassion is the keen awareness of the interdependence of all things. 
/inspirational-quotes/8017-as-i-get-older-the-more-i-stay-focused-on-the,https://assets.passiton.com/quotes/quote_artwork/8017/medium/20191120_wednesday_quote.jpg?1573843164,As I get older, the more I stay focused on the acceptance of myself and others, and choose compassion over judgment and curiosity over fear. 
/inspirational-quotes/7237-if-your-compassion-does-not-include-yourself,https://assets.passiton.com/quotes/quote_artwork/7237/medium/20191119_tuesday_quote.jpg?1573843138,If your compassion does not include yourself, it is incomplete. 
/inspirational-quotes/8016-let-our-hearts-be-stretched-out-in-compassion,https://assets.passiton.com/quotes/quote_artwork/8016/medium/20191118_monday_quote.jpg?1573843107,Let our hearts be stretched out in compassion toward others, for everyone is walking his or her own difficult path. 
/inspirational-quotes/7667-kindness-can-become-its-own-motive-we-are-made,https://assets.passiton.com/quotes/quote_artwork/7667/medium/20191115_friday_quote.jpg?1573241081,Kindness can become its own motive. We are made kind by being kind. 
/inspirational-quotes/6408-constant-kindness-can-accomplish-much-as-the,https://assets.passiton.com/quotes/quote_artwork/6408/medium/20191114_thursday_quote.jpg?1573241052,Constant kindness can accomplish much. As the sun makes ice melt, kindness causes misunderstanding, mistrust, and hostility to evaporate. 
/inspirational-quotes/8015-three-things-in-human-life-are-important-the,https://assets.passiton.com/quotes/quote_artwork/8015/medium/20191113_wednesday_quote.jpg?1573241022,Three things in human life are important. The first is to be kind. The second is to be kind. And the third is to be kind. 
/inspirational-quotes/7492-guard-well-within-yourself-that-treasure,https://assets.passiton.com/quotes/quote_artwork/7492/medium/20191112_tuesday_quote.jpg?1573241000,Guard well within yourself that treasure, kindness. Know how to give without hesitation, how to lose without regret, how to acquire without meanness. 
/inspirational-quotes/8014-to-achieve-a-kinder-world-we-must-approach,https://assets.passiton.com/quotes/quote_artwork/8014/medium/20191111_monday_quote.jpg?1573240971,To achieve a kinder world, we must approach kindness with ambition and dedication. We must practice it in every moment of our lives. Kindness is that important. 
/inspirational-quotes/8013-there-is-no-magic-to-achievement-it-s-really,https://assets.passiton.com/quotes/quote_artwork/8013/medium/20191108_friday_quote.jpg?1572726643,There is no magic to achievement. It’s really about hard work, choices, and persistence. 
/inspirational-quotes/7203-only-those-who-dare-to-fail-greatly-can-ever,https://assets.passiton.com/quotes/quote_artwork/7203/medium/20191107_thursday_quote.jpg?1572625263,Only those who dare to fail greatly can ever achieve greatly. 
/inspirational-quotes/8011-don-t-let-others-tell-you-what-you-can-t-do,https://assets.passiton.com/quotes/quote_artwork/8011/medium/20191106_wednesday_quote.jpg?1572625164,Don’t let others tell you what you can’t do. Don't let the limitations of others limit your vision. If you can remove your self-doubt and believe in yourself, you can achieve what you never thought possible. 
/inspirational-quotes/8010-behind-every-great-achievement-is-a-dreamer-of,https://assets.passiton.com/quotes/quote_artwork/8010/medium/20191105_tuesday_quote.jpg?1572625141,Behind every great achievement is a dreamer of great dreams. 
/inspirational-quotes/7617-make-the-most-of-yourself-by-fanning-the-tiny,https://assets.passiton.com/quotes/quote_artwork/7617/medium/20191104_monday_quote.jpg?1572625113,Make the most of yourself by fanning the tiny, inner sparks of possibility into flames of achievement.  
/inspirational-quotes/8007-what-is-now-proved-was-once-only-imagined,https://assets.passiton.com/quotes/quote_artwork/8007/medium/20191101_friday_quote.jpg?1572022959,What is now proved was once only imagined. 
/inspirational-quotes/8006-the-innovation-point-is-the-pivotal-moment-when,https://assets.passiton.com/quotes/quote_artwork/8006/medium/20191031_thursday_quote.jpg?1572022940,The innovation point is the pivotal moment when talented and motivated people seek the opportunity to act on their ideas and dreams. 
/inspirational-quotes/8008-every-once-in-a-while-a-new-technology-an-old,https://assets.passiton.com/quotes/quote_artwork/8008/medium/20191030_wednesday_quote.jpg?1572043540,Every once in a while, a new technology, an old problem, and a big idea turn into an innovation. 
/inspirational-quotes/7348-the-problems-of-the-world-cannot-possibly-be,https://assets.passiton.com/quotes/quote_artwork/7348/medium/20191029_tuesday_quote.jpg?1572022896,The problems of the world cannot possibly be solved by skeptics or cynics whose horizons are limited by the obvious realities. We need people who can dream of things that never were and ask 'why not'? 
/inspirational-quotes/7381-discovery-is-seeing-what-everybody-else-has,https://assets.passiton.com/quotes/quote_artwork/7381/medium/20191028_monday_quote.jpg?1572022865,Discovery is seeing what everybody else has seen, and thinking what nobody else has thought. 
/inspirational-quotes/8004-don-t-ever-regret-being-honest-period,https://assets.passiton.com/quotes/quote_artwork/8004/medium/20191025_friday_quote.jpg?1571422490,Don’t ever regret being honest. Period. 
